Age,Balance,NumOfProducts,Exited,ChurnRiskScore,RiskCategory
27,137003.68,1,0,7.5,Low Risk
48,122831.58,1,1,90.5,High Risk
38,99811.44,2,0,3.5000000000000004,Low Risk
37,154712.58,2,0,5.0,Low Risk
37,0.0,1,0,5.5,Low Risk
24,147687.24,1,0,4.0,Low Risk
33,0.0,2,0,0.5,Low Risk
27,127009.83,1,0,0.5,Low Risk
61,124737.96,1,1,82.0,High Risk
44,179356.28,2,1,80.5,High Risk
31,0.0,2,0,0.5,Low Risk
31,127320.36,3,0,68.0,Medium Risk
31,125175.58,1,0,1.5,Low Risk
22,186788.96,2,0,7.000000000000001,Low Risk
40,148556.74,1,0,5.5,Low Risk
40,128644.46,1,0,18.0,Low Risk
46,127476.73,2,0,23.0,Low Risk
27,159561.93,1,0,9.0,Low Risk
42,112419.92,1,0,5.0,Low Risk
28,129991.76,2,0,1.0,Low Risk
36,0.0,1,0,39.5,Low Risk
59,0.0,2,0,2.0,Low Risk
50,0.0,1,1,76.5,High Risk
40,89175.06,2,0,6.0,Low Risk
39,0.0,2,1,64.0,Medium Risk
39,162390.52,2,0,2.5,Low Risk
59,190353.08,1,0,28.999999999999996,Low Risk
21,0.0,2,0,0.0,
47,0.0,2,0,2.5,Low Risk
40,139180.97,1,0,8.0,Low Risk
36,114435.47,1,0,3.0,Low Risk
66,149950.19,1,0,5.5,Low Risk
42,126115.6,1,0,11.0,Low Risk
59,111396.97,1,0,23.5,Low Risk
30,115007.08,1,0,2.0,Low Risk
54,102141.9,1,0,19.0,Low Risk
36,133686.52,1,1,66.0,Medium Risk
32,120879.73,2,0,2.0,Low Risk
47,0.0,1,1,95.0,High Risk
49,82321.88,1,0,17.5,Low Risk
27,0.0,2,0,0.5,Low Risk
33,116474.28,2,0,2.0,Low Risk
34,132352.69,1,0,3.5000000000000004,Low Risk
39,182491.57,1,0,12.5,Low Risk
34,0.0,2,0,0.0,
63,120787.18,2,0,10.0,Low Risk
29,130181.47,2,0,4.0,Low Risk
32,88348.43,2,0,1.0,Low Risk
31,0.0,2,0,0.5,Low Risk
39,146186.28,2,0,2.5,Low Risk
32,0.0,1,1,67.0,Medium Risk
34,104488.17,1,0,2.5,Low Risk
32,109196.67,2,0,7.5,Low Risk
61,80538.56,1,1,98.0,High Risk
41,109026.8,2,0,2.5,Low Risk
75,61319.63,1,0,15.5,Low Risk
40,0.0,2,0,2.5,Low Risk
39,0.0,2,0,3.0,Low Risk
42,177822.03,1,1,79.5,High Risk
59,110939.3,1,1,91.0,High Risk
25,165413.43,1,0,4.5,Low Risk
27,77805.66,1,0,1.0,Low Risk
50,0.0,2,0,5.5,Low Risk
57,175575.95,2,1,93.5,High Risk
38,124197.22,1,0,10.5,Low Risk
30,0.0,2,0,1.0,Low Risk
39,160132.75,1,0,40.5,Medium Risk
37,70258.88,2,0,5.5,Low Risk
32,162657.64,2,0,0.5,Low Risk
43,132217.45,1,1,81.0,High Risk
25,148042.97,2,0,6.0,Low Risk
33,92855.02,1,0,5.5,Low Risk
47,129289.98,1,1,84.0,High Risk
37,100252.18,1,0,1.5,Low Risk
37,107592.89,2,0,2.0,Low Risk
39,113096.41,1,0,2.5,Low Risk
40,0.0,2,0,5.5,Low Risk
34,149940.04,2,0,5.5,Low Risk
50,121438.58,1,1,78.5,High Risk
32,0.0,2,0,0.5,Low Risk
50,0.0,1,1,67.5,Medium Risk
29,148874.01,2,0,3.5000000000000004,Low Risk
32,68138.37,1,0,6.5,Low Risk
35,110080.3,1,0,0.5,Low Risk
24,0.0,2,0,0.0,
25,114268.85,2,0,6.0,Low Risk
29,117412.35,1,0,36.5,Low Risk
38,0.0,2,0,0.0,
35,0.0,2,0,0.5,Low Risk
37,35549.81,2,0,3.0,Low Risk
56,0.0,2,0,3.5000000000000004,Low Risk
36,136492.92,3,1,94.5,High Risk
28,123675.69,1,0,7.5,Low Risk
40,139532.34,1,0,17.0,Low Risk
58,178713.98,1,0,10.0,Low Risk
40,0.0,2,0,1.0,Low Risk
41,89086.31,1,0,6.0,Low Risk
38,96143.47,1,0,1.5,Low Risk
30,32197.64,1,0,3.5000000000000004,Low Risk
38,0.0,2,0,0.0,
33,0.0,2,0,0.0,
32,0.0,2,0,0.0,
33,0.0,2,0,0.5,Low Risk
40,140306.38,1,1,80.5,High Risk
35,0.0,2,0,0.5,Low Risk
38,0.0,2,0,0.0,
42,74483.97,2,0,10.5,Low Risk
53,0.0,2,1,16.5,Low Risk
34,0.0,1,0,21.5,Low Risk
37,152303.66,2,0,3.5000000000000004,Low Risk
32,159904.79,1,0,5.5,Low Risk
32,0.0,3,0,28.000000000000004,Low Risk
31,99557.94,1,0,10.0,Low Risk
46,116886.59,1,0,9.0,Low Risk
32,142188.2,2,0,0.0,
40,149961.99,2,0,5.0,Low Risk
36,0.0,2,0,5.0,Low Risk
34,0.0,1,0,12.5,Low Risk
53,0.0,2,0,1.5,Low Risk
40,28649.64,1,0,9.5,Low Risk
21,81025.6,2,0,1.5,Low Risk
57,0.0,2,0,1.5,Low Risk
39,152462.79,1,0,8.5,Low Risk
25,0.0,1,0,4.5,Low Risk
28,155519.59,1,0,10.0,Low Risk
36,118851.05,1,0,2.5,Low Risk
34,92899.27,2,0,5.5,Low Risk
40,0.0,1,0,8.0,Low Risk
37,75263.7,1,0,11.5,Low Risk
38,147904.31,1,0,1.5,Low Risk
41,106640.5,1,0,18.0,Low Risk
28,90696.78,1,0,14.499999999999998,Low Risk
36,175509.8,2,0,5.5,Low Risk
40,0.0,2,0,0.5,Low Risk
34,0.0,2,0,0.0,
35,114321.28,2,0,8.0,Low Risk
51,95560.04,1,1,86.5,High Risk
50,88379.81,3,1,92.0,High Risk
48,85915.52,1,0,44.0,Medium Risk
58,72309.3,1,1,71.5,High Risk
39,0.0,2,0,1.0,Low Risk
43,0.0,1,0,18.5,Low Risk
69,0.0,2,0,16.5,Low Risk
58,0.0,3,1,85.0,High Risk
33,0.0,1,1,75.5,High Risk
30,133844.22,1,0,1.0,Low Risk
36,154872.08,2,0,1.0,Low Risk
27,0.0,2,0,1.0,Low Risk
43,116121.67,1,0,16.5,Low Risk
42,107104.5,1,1,76.5,High Risk
47,71026.77,1,0,13.0,Low Risk
38,0.0,1,0,16.5,Low Risk
33,0.0,2,0,0.5,Low Risk
41,0.0,2,0,0.0,
53,0.0,2,0,0.0,
27,0.0,2,0,0.5,Low Risk
39,145644.05,1,0,7.5,Low Risk
50,129667.77,1,0,15.5,Low Risk
33,109341.87,1,0,7.5,Low Risk
64,0.0,2,0,3.0,Low Risk
35,0.0,2,0,1.0,Low Risk
30,0.0,2,0,0.0,
55,87485.67,1,0,21.5,Low Risk
27,0.0,2,0,2.5,Low Risk
36,53369.13,1,0,4.5,Low Risk
35,0.0,2,0,1.0,Low Risk
34,146679.77,1,0,5.0,Low Risk
43,112499.42,2,0,1.0,Low Risk
38,48387.0,1,0,42.5,Medium Risk
38,68079.8,1,0,8.0,Low Risk
49,160133.88,1,0,20.0,Low Risk
30,66190.33,1,0,3.0,Low Risk
37,0.0,2,1,71.0,High Risk
35,123761.68,1,0,2.0,Low Risk
33,122325.58,1,1,79.0,High Risk
41,0.0,2,0,5.0,Low Risk
42,138912.17,1,0,6.0,Low Risk
42,0.0,2,0,4.5,Low Risk
25,128524.19,2,0,1.5,Low Risk
31,0.0,2,0,0.5,Low Risk
34,0.0,2,0,0.0,
49,132934.89,1,1,94.0,High Risk
43,150805.17,3,1,93.5,High Risk
46,0.0,2,0,1.0,Low Risk
32,0.0,3,0,10.0,Low Risk
28,165969.26,3,1,92.0,High Risk
36,124495.98,3,1,88.0,High Risk
39,141559.5,1,1,36.5,Low Risk
38,114756.14,1,0,6.5,Low Risk
30,0.0,2,0,0.5,Low Risk
49,155393.98,2,1,81.5,High Risk
32,0.0,1,1,62.0,Medium Risk
31,128663.81,2,0,7.5,Low Risk
44,113522.64,1,0,10.0,Low Risk
26,0.0,2,0,2.5,Low Risk
34,0.0,2,0,0.0,
40,79035.95,1,1,71.0,High Risk
22,0.0,3,1,44.0,Medium Risk
33,141918.09,2,0,0.5,Low Risk
35,107944.33,2,0,4.0,Low Risk
36,0.0,2,0,0.0,
57,120043.13,1,1,98.0,High Risk
45,125191.69,1,1,69.0,Medium Risk
31,96399.31,2,0,8.0,Low Risk
41,0.0,2,0,0.5,Low Risk
60,76961.6,2,0,6.0,Low Risk
34,98675.74,1,1,19.5,Low Risk
37,126817.13,2,1,67.5,Medium Risk
32,121394.42,1,0,1.5,Low Risk
29,106059.4,1,1,78.0,High Risk
44,112755.34,2,0,24.0,Low Risk
29,0.0,2,0,2.0,Low Risk
55,0.0,3,1,94.5,High Risk
38,145400.69,2,0,4.5,Low Risk
39,72647.64,1,1,9.5,Low Risk
40,0.0,2,0,0.0,
37,96340.81,2,1,58.5,Medium Risk
55,0.0,1,1,37.0,Low Risk
32,124450.36,2,0,2.0,Low Risk
36,113877.23,2,0,5.5,Low Risk
25,0.0,2,0,0.0,
36,148667.81,2,0,3.5000000000000004,Low Risk
34,0.0,2,0,0.0,
62,111065.93,2,0,9.0,Low Risk
41,0.0,1,0,15.0,Low Risk
44,158697.61,1,0,9.5,Low Risk
53,0.0,1,1,97.0,High Risk
25,0.0,2,0,0.0,
48,90044.32,2,1,73.5,High Risk
38,84651.79,1,0,7.5,Low Risk
32,102128.27,1,1,70.5,High Risk
60,148846.39,1,1,94.5,High Risk
69,154953.94,1,0,2.0,Low Risk
30,108883.29,1,0,4.0,Low Risk
48,112070.86,3,1,88.5,High Risk
29,131354.39,1,1,72.0,High Risk
45,132746.2,2,1,75.0,High Risk
34,0.0,2,0,0.0,
39,125211.55,2,0,6.0,Low Risk
58,0.0,2,1,66.5,Medium Risk
36,139422.37,1,1,17.5,Low Risk
28,0.0,2,0,0.5,Low Risk
47,157099.47,2,0,9.0,Low Risk
40,0.0,2,0,3.0,Low Risk
26,83600.24,1,0,3.5000000000000004,Low Risk
28,0.0,1,0,2.5,Low Risk
36,81795.74,2,0,17.0,Low Risk
38,129378.32,1,0,4.5,Low Risk
46,0.0,1,0,30.5,Low Risk
56,0.0,2,0,1.5,Low Risk
22,99339.0,1,1,68.0,Medium Risk
36,0.0,2,0,0.0,
29,74430.1,2,0,2.0,Low Risk
38,91241.85,1,0,3.0,Low Risk
32,99092.45,1,0,7.000000000000001,Low Risk
26,0.0,2,0,0.5,Low Risk
39,100062.16,2,0,16.0,Low Risk
26,98723.67,1,0,5.5,Low Risk
29,0.0,1,0,1.0,Low Risk
43,128760.32,1,0,11.5,Low Risk
52,144772.69,1,1,82.0,High Risk
44,0.0,1,1,76.5,High Risk
26,71281.29,1,1,64.0,Medium Risk
29,117035.89,1,0,2.0,Low Risk
26,0.0,2,0,0.5,Low Risk
40,3768.69,2,1,61.5,Medium Risk
36,108913.84,2,0,6.0,Low Risk
28,101100.22,2,0,2.0,Low Risk
38,110615.47,1,0,2.5,Low Risk
33,152143.89,1,0,4.5,Low Risk
47,121797.09,1,1,72.0,High Risk
41,109798.25,1,0,6.0,Low Risk
41,122403.24,1,1,76.0,High Risk
43,145860.98,1,1,75.5,High Risk
40,0.0,2,0,1.0,Low Risk
29,0.0,2,0,0.5,Low Risk
48,105086.74,1,1,44.5,Medium Risk
22,114991.45,1,0,2.5,Low Risk
33,96769.04,1,0,3.0,Low Risk
23,0.0,2,0,0.5,Low Risk
34,0.0,2,0,1.0,Low Risk
23,132725.1,1,0,13.0,Low Risk
70,0.0,2,0,1.5,Low Risk
26,0.0,2,0,0.0,
33,0.0,2,0,0.0,
33,84557.82,1,0,1.5,Low Risk
49,93817.41,2,1,75.0,High Risk
33,113913.53,1,0,1.0,Low Risk
44,140406.68,2,0,25.5,Low Risk
22,105229.34,1,0,5.5,Low Risk
46,0.0,3,1,92.5,High Risk
41,137891.35,1,1,74.0,High Risk
35,0.0,2,0,0.0,
53,0.0,2,0,5.5,Low Risk
37,165252.52,1,0,6.0,Low Risk
32,0.0,2,0,0.0,
71,0.0,2,0,3.0,Low Risk
23,0.0,2,0,0.0,
28,122034.4,3,1,80.5,High Risk
44,0.0,1,0,15.5,Low Risk
59,118962.58,1,0,23.0,Low Risk
49,0.0,1,1,63.0,Medium Risk
34,71379.53,2,0,1.5,Low Risk
40,171178.25,1,1,79.0,High Risk
36,131307.11,1,0,2.0,Low Risk
62,0.0,2,0,1.0,Low Risk
27,87099.85,2,0,10.0,Low Risk
71,183135.39,2,0,7.000000000000001,Low Risk
26,0.0,2,0,2.0,Low Risk
51,0.0,3,1,93.0,High Risk
31,0.0,2,0,0.0,
33,0.0,2,0,0.0,
33,72535.45,1,0,1.0,Low Risk
58,128137.42,2,1,87.0,High Risk
51,0.0,2,0,9.5,Low Risk
42,115915.53,2,1,65.5,Medium Risk
66,0.0,2,0,0.0,
50,0.0,2,0,2.5,Low Risk
29,107000.49,1,0,5.5,Low Risk
38,0.0,2,0,3.0,Low Risk
34,0.0,2,0,1.5,Low Risk
34,152806.74,1,0,11.5,Low Risk
60,92887.06,1,1,94.0,High Risk
25,0.0,2,0,0.0,
40,114940.67,2,1,74.0,High Risk
34,140641.26,2,0,2.5,Low Risk
70,71816.74,2,1,82.5,High Risk
41,0.0,2,0,5.5,Low Risk
48,165282.42,1,1,47.0,Medium Risk
42,143145.87,2,0,7.000000000000001,Low Risk
28,114731.76,2,0,3.0,Low Risk
46,113909.69,3,1,98.0,High Risk
36,116695.27,1,0,46.5,Medium Risk
42,0.0,1,1,77.0,High Risk
43,0.0,2,0,0.0,
36,0.0,2,0,0.0,
37,93978.96,2,0,1.5,Low Risk
35,121968.11,2,0,7.000000000000001,Low Risk
37,97324.91,1,0,2.0,Low Risk
29,0.0,2,0,0.5,Low Risk
37,0.0,2,0,14.499999999999998,Low Risk
48,0.0,2,0,4.5,Low Risk
42,145155.37,1,1,69.5,Medium Risk
28,137222.77,1,0,1.5,Low Risk
48,0.0,2,0,5.5,Low Risk
38,114268.22,2,0,4.0,Low Risk
27,0.0,2,0,0.5,Low Risk
42,0.0,1,0,17.0,Low Risk
40,150490.32,1,1,66.5,Medium Risk
28,160858.13,2,0,9.0,Low Risk
39,170288.38,1,0,4.5,Low Risk
27,111568.01,1,0,6.5,Low Risk
29,83889.03,1,0,4.0,Low Risk
35,171982.95,2,0,7.5,Low Risk
34,0.0,2,0,0.5,Low Risk
20,137624.4,2,0,2.0,Low Risk
50,121159.65,1,1,77.5,High Risk
29,0.0,2,0,0.0,
52,0.0,2,0,0.0,
37,91184.01,1,0,3.5000000000000004,Low Risk
18,0.0,2,0,1.0,Low Risk
54,144027.8,1,1,31.5,Low Risk
34,0.0,2,0,0.0,
29,140170.61,1,0,2.5,Low Risk
27,62092.9,1,0,1.5,Low Risk
39,0.0,1,0,6.0,Low Risk
35,0.0,2,0,0.0,
45,0.0,1,0,21.0,Low Risk
33,103516.87,1,0,2.5,Low Risk
30,0.0,3,1,76.0,High Risk
35,0.0,2,1,70.5,High Risk
34,0.0,2,0,0.0,
31,0.0,2,0,0.0,
43,85162.26,1,1,67.0,Medium Risk
43,143061.88,1,0,21.5,Low Risk
46,0.0,2,0,5.5,Low Risk
33,137388.01,2,0,17.0,Low Risk
25,137712.01,1,0,4.0,Low Risk
40,106901.42,2,0,3.5000000000000004,Low Risk
47,105603.21,2,0,4.0,Low Risk
40,150679.71,2,0,6.5,Low Risk
30,108300.27,2,1,61.0,Medium Risk
46,52016.08,2,0,5.5,Low Risk
34,60515.13,1,0,7.5,Low Risk
35,158584.28,2,0,1.0,Low Risk
47,118812.5,2,0,19.0,Low Risk
46,0.0,1,0,61.0,Medium Risk
37,0.0,2,0,0.5,Low Risk
47,91219.29,1,1,94.5,High Risk
32,0.0,2,0,0.0,
22,76318.64,1,0,6.0,Low Risk
58,0.0,1,0,40.0,Low Risk
24,0.0,1,1,76.0,High Risk
25,111432.13,1,0,6.5,Low Risk
41,150148.51,1,0,19.0,Low Risk
32,38550.06,1,0,5.5,Low Risk
39,119013.86,1,0,8.0,Low Risk
39,111213.64,2,0,12.0,Low Risk
28,71097.23,1,0,1.5,Low Risk
36,109632.85,1,0,5.5,Low Risk
63,148368.02,1,1,91.5,High Risk
45,148600.91,1,1,80.5,High Risk
48,71083.98,1,0,63.5,Medium Risk
40,139625.34,1,1,79.5,High Risk
39,0.0,1,1,78.5,High Risk
30,0.0,1,0,0.0,
64,81564.1,2,0,7.5,Low Risk
36,0.0,2,0,0.0,
28,124540.28,1,0,4.5,Low Risk
42,133616.39,1,0,8.5,Low Risk
38,101648.5,2,0,19.5,Low Risk
26,124281.84,1,0,4.0,Low Risk
59,0.0,2,0,7.000000000000001,Low Risk
45,0.0,2,0,5.0,Low Risk
37,183613.66,2,0,6.5,Low Risk
65,136186.44,1,1,86.5,High Risk
47,137682.68,1,0,54.50000000000001,Medium Risk
34,106005.54,1,0,1.0,Low Risk
31,152310.55,1,0,12.0,Low Risk
43,0.0,2,0,6.5,Low Risk
32,134446.04,1,0,0.5,Low Risk
38,142289.28,1,0,8.5,Low Risk
19,0.0,2,0,1.0,Low Risk
45,0.0,1,1,84.5,High Risk
46,149003.76,2,0,46.0,Medium Risk
41,131341.46,2,0,6.0,Low Risk
29,77919.78,1,0,3.0,Low Risk
34,0.0,2,0,1.5,Low Risk
41,108309.0,4,1,95.5,High Risk
39,0.0,1,0,11.5,Low Risk
40,0.0,2,0,3.5000000000000004,Low Risk
36,115462.02,1,0,12.5,Low Risk
37,0.0,2,0,0.0,
23,122739.1,1,1,74.5,High Risk
32,0.0,2,0,3.0,Low Risk
53,113781.5,2,1,76.5,High Risk
49,0.0,2,0,10.5,Low Risk
35,0.0,2,0,0.0,
43,128284.45,1,1,72.5,High Risk
45,120591.19,1,0,28.499999999999996,Low Risk
63,0.0,2,0,10.0,Low Risk
59,166968.28,1,1,98.0,High Risk
39,0.0,2,0,2.0,Low Risk
49,0.0,2,0,3.5000000000000004,Low Risk
42,0.0,2,0,1.5,Low Risk
38,71667.97,2,0,2.0,Low Risk
31,82729.47,2,0,3.5000000000000004,Low Risk
40,0.0,2,0,1.0,Low Risk
23,0.0,2,0,0.5,Low Risk
30,0.0,2,0,1.0,Low Risk
39,129626.19,2,0,0.0,
26,114035.39,1,0,6.5,Low Risk
32,151922.94,1,0,11.0,Low Risk
39,0.0,1,0,2.0,Low Risk
27,107751.68,2,0,0.5,Low Risk
37,0.0,2,0,0.0,
41,101179.23,2,0,13.5,Low Risk
36,0.0,2,0,0.0,
40,0.0,2,0,2.5,Low Risk
33,0.0,2,0,0.5,Low Risk
36,58571.18,2,0,3.5000000000000004,Low Risk
38,153058.64,1,0,7.000000000000001,Low Risk
35,98270.34,1,0,6.5,Low Risk
43,130788.71,1,1,66.5,Medium Risk
40,99165.84,1,1,75.0,High Risk
42,0.0,2,0,2.5,Low Risk
44,0.0,2,0,0.0,
23,115636.05,2,0,4.5,Low Risk
44,185932.18,2,0,9.0,Low Risk
30,72549.0,2,0,1.0,Low Risk
42,0.0,2,0,1.5,Low Risk
35,0.0,2,0,2.0,Low Risk
39,0.0,1,0,8.0,Low Risk
29,121890.06,1,1,77.5,High Risk
46,99786.07,1,1,71.5,High Risk
34,0.0,2,0,0.0,
27,115084.53,2,0,6.5,Low Risk
30,0.0,2,0,0.5,Low Risk
32,127661.69,1,0,1.0,Low Risk
47,118907.6,1,1,73.5,High Risk
44,77627.33,2,0,14.499999999999998,Low Risk
40,160625.17,1,0,12.0,Low Risk
29,0.0,2,0,0.0,
20,124266.86,1,0,4.0,Low Risk
25,127974.06,2,0,11.5,Low Risk
43,0.0,2,0,4.0,Low Risk
48,0.0,1,1,93.5,High Risk
30,104911.35,2,0,2.5,Low Risk
27,0.0,2,0,0.5,Low Risk
43,0.0,2,0,3.0,Low Risk
43,110646.54,1,0,4.5,Low Risk
57,0.0,2,0,1.0,Low Risk
42,126704.49,2,0,11.5,Low Risk
30,0.0,2,0,0.0,
31,84560.04,1,0,1.0,Low Risk
43,0.0,2,1,66.0,Medium Risk
38,129893.56,1,0,9.0,Low Risk
25,167385.81,1,0,3.0,Low Risk
27,0.0,2,0,1.0,Low Risk
36,105858.71,1,0,7.5,Low Risk
44,123070.89,1,1,78.0,High Risk
39,0.0,1,0,21.5,Low Risk
48,0.0,2,0,1.5,Low Risk
40,0.0,2,0,3.5000000000000004,Low Risk
35,125141.24,2,0,3.5000000000000004,Low Risk
46,96173.17,2,0,10.5,Low Risk
37,0.0,2,0,1.0,Low Risk
39,0.0,2,0,1.5,Low Risk
55,0.0,2,0,4.5,Low Risk
35,127543.11,2,1,66.0,Medium Risk
38,0.0,2,0,1.0,Low Risk
56,0.0,1,1,93.0,High Risk
67,103101.56,2,1,67.5,Medium Risk
54,126113.28,1,0,30.0,Low Risk
41,40488.76,1,0,8.5,Low Risk
40,137389.77,2,0,34.5,Low Risk
28,85146.36,1,0,8.0,Low Risk
35,129828.58,1,1,74.5,High Risk
42,80214.36,1,1,78.0,High Risk
40,0.0,2,0,1.0,Low Risk
34,141796.43,1,0,1.5,Low Risk
49,195238.29,4,1,98.0,High Risk
27,111348.15,1,0,14.499999999999998,Low Risk
43,0.0,2,0,0.0,
71,0.0,2,0,2.0,Low Risk
42,64404.26,2,0,10.0,Low Risk
40,154309.67,1,1,67.5,Medium Risk
67,129431.36,1,0,6.5,Low Risk
43,134204.67,1,0,5.5,Low Risk
39,0.0,2,0,0.0,
32,0.0,2,0,7.5,Low Risk
50,0.0,2,1,22.5,Low Risk
48,116711.06,2,0,45.0,Medium Risk
31,0.0,2,0,0.0,
34,54980.81,1,0,8.5,Low Risk
37,99773.85,2,0,8.0,Low Risk
30,101231.77,2,0,2.5,Low Risk
32,117070.21,1,0,20.0,Low Risk
23,73314.04,2,0,2.0,Low Risk
37,0.0,1,0,7.000000000000001,Low Risk
37,212314.03,1,0,11.5,Low Risk
31,136067.82,2,0,4.0,Low Risk
42,109052.04,2,0,5.0,Low Risk
35,79126.17,1,0,0.5,Low Risk
55,0.0,1,1,95.0,High Risk
35,108308.0,1,1,68.5,Medium Risk
48,102290.56,2,0,38.5,Low Risk
39,102025.08,2,0,5.5,Low Risk
37,113383.07,1,0,16.5,Low Risk
65,102541.1,1,0,29.5,Low Risk
35,0.0,2,0,5.0,Low Risk
40,0.0,2,0,1.0,Low Risk
41,109941.51,1,0,11.0,Low Risk
41,141749.68,1,0,22.0,Low Risk
38,0.0,2,0,0.0,
44,0.0,1,0,47.5,Medium Risk
37,85146.48,2,1,63.5,Medium Risk
44,134066.1,2,0,8.0,Low Risk
28,0.0,2,0,0.0,
27,0.0,1,0,2.5,Low Risk
35,87619.29,1,0,4.5,Low Risk
51,0.0,1,1,79.5,High Risk
30,0.0,2,0,0.0,
27,0.0,2,0,0.0,
43,103409.16,1,1,81.0,High Risk
30,123040.38,1,0,15.5,Low Risk
41,108128.52,1,0,12.0,Low Risk
48,169023.33,2,0,3.5000000000000004,Low Risk
30,0.0,2,0,0.0,
41,0.0,2,0,5.0,Low Risk
29,0.0,2,0,0.5,Low Risk
42,222267.63,1,1,81.5,High Risk
47,144090.42,1,1,97.5,High Risk
30,114835.43,1,0,0.0,
44,0.0,2,0,2.5,Low Risk
34,145030.92,1,0,1.0,Low Risk
43,71240.3,1,0,10.5,Low Risk
59,138772.15,1,0,8.0,Low Risk
29,93617.07,1,0,3.0,Low Risk
23,0.0,2,0,2.0,Low Risk
45,0.0,2,0,3.0,Low Risk
25,74237.2,2,0,2.5,Low Risk
49,127421.78,2,1,84.0,High Risk
28,61274.7,2,0,4.5,Low Risk
34,106486.66,2,0,0.5,Low Risk
29,73194.52,2,0,5.5,Low Risk
44,146498.76,1,1,77.5,High Risk
47,0.0,2,0,5.0,Low Risk
32,0.0,1,0,6.0,Low Risk
30,0.0,2,0,0.5,Low Risk
30,120355.0,1,0,5.5,Low Risk
32,117265.21,1,0,6.0,Low Risk
43,0.0,2,0,9.5,Low Risk
52,0.0,1,1,95.0,High Risk
37,109974.22,1,1,36.5,Low Risk
44,98009.13,2,0,12.0,Low Risk
34,0.0,1,0,6.0,Low Risk
66,0.0,1,0,7.5,Low Risk
34,171671.9,1,0,6.0,Low Risk
63,0.0,2,1,85.0,High Risk
60,0.0,1,1,92.0,High Risk
61,128213.96,2,1,71.0,High Risk
51,116197.65,2,0,24.5,Low Risk
39,0.0,2,0,0.0,
36,86607.39,1,0,16.0,Low Risk
29,0.0,2,0,0.0,
62,98854.34,1,1,94.5,High Risk
31,0.0,1,0,4.0,Low Risk
59,0.0,2,0,8.0,Low Risk
31,97338.19,2,0,2.5,Low Risk
30,0.0,2,0,0.0,
34,0.0,2,0,0.0,
33,131698.57,2,0,5.5,Low Risk
37,130110.45,2,0,13.0,Low Risk
44,0.0,2,0,3.0,Low Risk
24,165149.13,2,0,15.5,Low Risk
37,101707.8,1,0,3.5000000000000004,Low Risk
34,105588.66,1,0,2.0,Low Risk
39,111336.89,1,1,82.0,High Risk
60,78391.17,1,0,27.0,Low Risk
27,0.0,2,0,0.5,Low Risk
34,0.0,1,1,74.0,High Risk
41,144326.09,1,1,83.0,High Risk
27,101278.25,2,0,6.0,Low Risk
19,108711.57,2,0,6.0,Low Risk
73,108555.07,1,0,3.0,Low Risk
35,146781.24,1,0,15.5,Low Risk
36,0.0,2,0,9.5,Low Risk
35,0.0,1,0,38.0,Low Risk
25,0.0,2,0,0.5,Low Risk
34,0.0,2,0,0.0,
66,103291.25,2,0,11.0,Low Risk
29,209490.21,1,1,69.0,Medium Risk
38,0.0,3,1,46.5,Medium Risk
33,0.0,2,0,2.0,Low Risk
45,0.0,1,0,43.5,Medium Risk
23,0.0,2,0,0.0,
34,0.0,2,0,3.5000000000000004,Low Risk
37,149405.18,1,0,1.0,Low Risk
52,191665.21,1,1,80.5,High Risk
40,0.0,1,0,21.5,Low Risk
41,135071.12,1,0,3.0,Low Risk
41,0.0,2,0,0.0,
39,0.0,2,0,0.5,Low Risk
38,181804.34,2,0,1.5,Low Risk
60,47020.65,2,1,24.0,Low Risk
36,128518.98,1,1,2.5,Low Risk
38,142658.04,2,0,4.0,Low Risk
21,120150.39,2,0,4.5,Low Risk
35,81905.95,1,0,4.5,Low Risk
26,137998.2,2,0,0.5,Low Risk
26,123126.29,1,0,18.5,Low Risk
51,0.0,2,0,4.0,Low Risk
43,135645.29,2,1,73.0,High Risk
31,122449.31,2,0,2.0,Low Risk
40,161766.87,1,0,5.0,Low Risk
37,0.0,2,0,0.5,Low Risk
36,123187.51,1,0,6.0,Low Risk
36,150956.71,1,0,45.5,Medium Risk
42,105021.28,1,0,10.0,Low Risk
64,0.0,2,0,5.5,Low Risk
50,133204.91,1,0,9.5,Low Risk
35,0.0,2,0,0.0,
49,115488.52,2,1,73.5,High Risk
29,0.0,2,0,2.5,Low Risk
41,0.0,2,0,0.5,Low Risk
38,0.0,2,0,1.5,Low Risk
40,0.0,2,0,0.5,Low Risk
39,130565.02,1,1,83.5,High Risk
41,91328.71,1,0,30.5,Low Risk
35,0.0,2,0,0.5,Low Risk
50,81310.34,1,0,13.5,Low Risk
34,107136.6,1,0,1.0,Low Risk
34,0.0,1,0,1.0,Low Risk
43,0.0,2,0,1.5,Low Risk
46,0.0,1,1,41.0,Medium Risk
33,108477.49,1,1,2.5,Low Risk
40,144757.97,2,0,11.5,Low Risk
33,0.0,2,0,1.0,Low Risk
36,113110.26,1,0,2.5,Low Risk
27,106414.57,2,0,1.0,Low Risk
42,106920.91,1,0,7.5,Low Risk
35,0.0,2,0,0.0,
39,131513.26,1,0,36.0,Low Risk
53,0.0,2,0,14.000000000000002,Low Risk
40,134320.23,2,0,12.0,Low Risk
29,79715.36,1,0,20.0,Low Risk
38,74306.19,2,0,4.0,Low Risk
50,0.0,4,1,90.0,High Risk
